UMLS_drugname,UMLS_pt,a,drug_total,b,pt_total,c,d,PRR
olmesartan,Taste Disorders,2,4708,4706,51,49,417078,3.514778797196737
olmesartan,Therapeutic response unexpected with drug substitution,2,4708,4706,14,12,417115,12.80496023313703
olmesartan,"Thrombocythemia, Essential",2,4708,4706,40,38,417089,4.481459838504038
olmesartan,Thyroid Neoplasm,3,4708,4705,77,74,417053,3.492482437859696
olmesartan,Thyroxine level above reference range,7,4708,4701,161,154,416973,3.899947282261868
olmesartan,Tobacco user,1,4708,4707,24,23,417104,3.7338980950357623
olmesartan,Tooth Extraction,4,4708,4704,68,64,417063,5.274197178871549
olmesartan,Tooth Injuries,2,4708,4706,25,23,417104,7.1705907352316185
olmesartan,Toxicoderma,7,4708,4701,191,184,416943,3.287156236113292
olmesartan,Traumatic subcutaneous emphysema,2,4708,4706,8,6,417121,22.40899915002125
olmesartan,Trigeminal Neuralgia,1,4708,4707,24,23,417104,3.7338980950357623
olmesartan,Tumour perforation,1,4708,4707,21,20,417107,4.267342458547047
olmesartan,Ulcerative Colitis,6,4708,4702,156,150,416977,3.4492605437947845
olmesartan,Ultrasound Doppler abnormal,2,4708,4706,15,13,417114,11.951267884969543
olmesartan,Ultrasound liver abnormal,2,4708,4706,41,39,417088,4.37214557440942
olmesartan,Urine potassium abnormal,1,4708,4707,6,5,417122,14.936229728772748
olmesartan,Urine screening abnormal,4,4708,4704,52,48,417079,6.89728872318158
olmesartan,Uterine Cancer,1,4708,4707,5,4,417123,17.923518164435947
olmesartan,Uterine Prolapse,2,4708,4706,21,19,417108,8.536498492299597
olmesartan,Vaginal Diseases,1,4708,4707,20,19,417108,4.480720203951561
olmesartan,Vascular Grafting (surgical procedure),2,4708,4706,38,36,417091,4.71734851365558
olmesartan,Vascular occlusion,3,4708,4705,76,73,417054,3.5384445438782923
olmesartan,Vasculitic rash,1,4708,4707,11,10,417117,8.146937829538212
olmesartan,Verbal repetition,3,4708,4705,35,32,417095,7.684226506755731
olmesartan,Vertebroplasty,2,4708,4706,18,16,417111,9.95931907257874
olmesartan,Vesicular eczema of hands and/or feet,1,4708,4707,24,23,417104,3.7338980950357623
olmesartan,Vulval intraepithelial neoplasia,1,4708,4707,9,8,417119,9.95741566933409
olmesartan,Vulvovaginal dryness,3,4708,4705,39,36,417091,6.8960353143137425
olmesartan,Withdrawal of life support,4,4708,4704,16,12,417115,22.418101615646258
olmesartan,Wound infection pseudomonas,1,4708,4707,27,26,417101,3.3189969234158734
olmesartan,X-ray of pelvis and hip abnormal,1,4708,4707,9,8,417119,9.95741566933409
olmesartan,c-ANCA positive,2,4708,4706,29,27,417100,6.1814851180444625
olmesartan,congenital renal arteriovenous malformation,2,4708,4706,39,37,417090,4.5963799622958135
olmesartan,hypoglycemic encephalopathy,1,4708,4707,14,13,417114,6.401119912592188
perindopril,Abdominoplasty (procedure),3,13335,13332,6,3,408497,15.820169516951694
perindopril,Abnormal feces,40,13335,13295,243,203,408297,5.219846565047351
perindopril,Abnormal thyroxine,3,13335,13332,6,3,408497,15.820169516951694
perindopril,Abnormal urine odor,16,13335,13319,140,124,408376,3.6184183711775875
perindopril,Absolute neutrophil count abnormal,2,13335,13333,14,12,408488,4.519623704878336
perindopril,Acanthosis,1,13335,13334,6,5,408495,5.272598870056497
perindopril,Acidosis,16,13335,13319,157,141,408359,3.226485031918867
perindopril,Acquired corneal dystrophy,1,13335,13334,10,9,408491,3.1635293235338238
perindopril,Acral overgrowth,3,13335,13332,24,21,408479,3.9548736123612365
perindopril,Acute lymphocytic leukemia,9,13335,13326,64,55,408445,4.450813963304817
perindopril,"Adenocarcinoma, Oxyphilic",4,13335,13331,5,1,408499,25.314229990248297
perindopril,Adjustment disorder with depressed mood,2,13335,13333,6,4,408496,10.545988649716243
perindopril,Adrenal Gland Hyperfunction,6,13335,13329,33,27,408473,5.753715412054372
perindopril,Adverse reactions,27,13335,13308,284,257,408243,3.0114992252886115
perindopril,Agitation,1,13335,13334,8,7,408493,3.954430403479826
perindopril,Agnosia,3,13335,13332,11,8,408492,8.629081089927174
perindopril,Allergic respiratory symptom,4,13335,13331,24,20,408480,5.273560373065287
perindopril,Aminoaciduria,3,13335,13332,15,12,408488,6.327932793279329
perindopril,Anal abscess,4,13335,13331,37,33,408467,3.420582385701281
perindopril,Anastomotic stenosis,1,13335,13334,8,7,408493,3.954430403479826
perindopril,Anemia of chronic disease,18,13335,13317,189,171,408329,3.015451070418405
perindopril,"Angina, Unstable",13,13335,13322,46,33,408467,8.947698478489324
perindopril,Angiomyolipoma,3,13335,13332,16,13,408487,5.93242292979298
perindopril,Animal bite,11,13335,13324,83,72,408428,4.195049787863553
perindopril,Anti-DNA antibodies positive,2,13335,13333,5,3,408497,12.655216380409511
perindopril,"Aortic Aneurysm, Ruptured",3,13335,13332,18,15,408485,5.273239823982398
perindopril,Aortic aneurysm repair,6,13335,13329,18,12,408488,10.548853377347637
perindopril,Apparent life threatening event in infant,11,13335,13324,91,80,408420,3.8261816238399846
perindopril,Arthropod sting,5,13335,13330,34,29,408471,4.653380256828914
perindopril,Ascorbic Acid Deficiency,1,13335,13334,8,7,408493,3.954430403479826
perindopril,Aspiration Pneumonia,3,13335,13332,29,26,408474,3.272960054626152
perindopril,Asthenopia,9,13335,13326,34,25,408475,8.378598670445214
perindopril,Axillary vein thrombosis,8,13335,13327,70,62,408438,3.6168465735510082
perindopril,B-cell lymphoma stage IV,1,13335,13334,5,4,408496,6.3271336433178345
perindopril,Bacterial genital infection,2,13335,13333,21,19,408481,3.0130324686688597
perindopril,Bacterial peritonitis,2,13335,13333,12,10,408490,5.272919322983075
perindopril,Bacterial vulvovaginitis,5,13335,13330,6,1,408499,26.37090522630658
perindopril,Bed rest,10,13335,13325,22,12,408488,14.388981749957358
perindopril,Benign neoplasm of skin,1,13335,13334,6,5,408495,5.272598870056497
perindopril,Biopsy of thyroid (procedure),2,13335,13333,10,8,408492,6.327533188329709
perindopril,"Bladder cancer stage I, with cancer in situ",1,13335,13334,7,6,408494,4.5193597462984
perindopril,Bladder malposition acquired,3,13335,13332,29,26,408474,3.272960054626152
perindopril,Bladder prolapse,2,13335,13333,7,5,408495,9.039397413506766
perindopril,Bladder sphincter atony,3,13335,13332,5,2,408498,18.984248424842484
perindopril,Bleeding esophageal varices,1,13335,13334,8,7,408493,3.954430403479826
perindopril,Blood alkaline phosphatase increased,8,13335,13327,22,14,408486,11.509457901594166
perindopril,Blood cortisol increased,2,13335,13333,8,6,408494,7.909453986349659
perindopril,Blood lactic acid,1,13335,13334,8,7,408493,3.954430403479826
perindopril,Blood pH decreased,1,13335,13334,9,8,408492,3.5150409146209354
perindopril,Blood parathyroid hormone decreased,1,13335,13334,5,4,408496,6.3271336433178345
perindopril,Blood potassium abnormal,3,13335,13332,24,21,408479,3.9548736123612365
perindopril,Body Dysmorphic Disorders,9,13335,13326,70,61,408439,4.0692577346111785
perindopril,Body weight problem,12,13335,13323,112,100,408400,3.3914739280084927
perindopril,Brachial Plexus Neuropathies,12,13335,13323,16,4,408496,23.745721684305337
perindopril,Brain stem hemorrhage,10,13335,13325,43,33,408467,7.3614381081199
perindopril,Bronchial Neoplasms,2,13335,13333,18,16,408484,3.515229547405352
perindopril,Bronchitis,63,13335,13272,439,376,408124,4.556486260488452
perindopril,Bronchogenic Carcinoma,2,13335,13333,16,14,408486,3.954651991299782
perindopril,Brucellosis,8,13335,13327,69,61,408439,3.6692733396189277
perindopril,Burning sensation of skin,3,13335,13332,26,23,408477,3.650635255833276
perindopril,C-reactive protein outside reference range,2,13335,13333,5,3,408497,12.655216380409511
perindopril,CD4 Lymphocytes Decreased,7,13335,13328,65,58,408442,3.4079670329670333
perindopril,Calcinosis Cutis,3,13335,13332,5,2,408498,18.984248424842484
perindopril,Campylobacter infection,3,13335,13332,11,8,408492,8.629081089927174
perindopril,Cancer antigen 125 above reference range,2,13335,13333,19,17,408483,3.330209571028749
perindopril,Candida infection of genital region,1,13335,13334,6,5,408495,5.272598870056497
perindopril,Carbohydrate intolerance,2,13335,13333,15,13,408487,4.218305457636441
perindopril,Carbon monoxide diffusing capacity measurement,6,13335,13329,31,25,408475,6.124951899689979
perindopril,Cardiac Arrhythmia,7,13335,13328,33,26,408474,6.71317163228928
perindopril,Cardiac Hypertrophy,19,13335,13316,92,73,408427,6.54093555317565
perindopril,Cardiac perforation,6,13335,13329,14,8,408492,13.562940098389118
perindopril,Cardiovascular stress testing,9,13335,13326,76,67,408433,3.7479472262375886
perindopril,Catarrh,1,13335,13334,6,5,408495,5.272598870056497
perindopril,Cerebrospinal fluid leak,16,13335,13319,70,54,408446,7.2380380337434165
perindopril,Choroidal Effusions,4,13335,13331,13,9,408491,9.736057656243691
perindopril,Circumoral oedema,2,13335,13333,20,18,408482,3.1636915922898075
perindopril,Cleft upper lip,6,13335,13329,11,5,408495,17.26204652875821
perindopril,Cold Hemagglutinin Disease,1,13335,13334,5,4,408496,6.3271336433178345
perindopril,Colonic Pseudo-Obstruction,2,13335,13333,15,13,408487,4.218305457636441
perindopril,Congenital inguinal hernia,2,13335,13333,19,17,408483,3.330209571028749
perindopril,Conjunctivitis caused by adenovirus,3,13335,13332,14,11,408489,6.7799440658351555
perindopril,Conn Syndrome,5,13335,13330,31,26,408474,5.103743677854948
perindopril,Contusion of eyelid,2,13335,13333,15,13,408487,4.218305457636441
perindopril,Cor pulmonale,6,13335,13329,26,20,408480,7.302913831610658
perindopril,Coronavirus Infections,4,13335,13331,30,26,408474,4.2187882879503915
perindopril,Craniectomy,9,13335,13326,61,52,408448,4.669739668292971
perindopril,Creation of ileostomy,35,13335,13300,174,139,408361,6.37720810647308
perindopril,Cystic Fibrosis,2,13335,13333,11,9,408491,5.752289261776999
perindopril,Cytomegalovirus gastroenteritis,1,13335,13334,6,5,408495,5.272598870056497
perindopril,Decreased HDL cholesterol concentration,121,13335,13214,693,572,407928,5.564759358160296
perindopril,Decreased drug tolerance,7,13335,13328,7,0,408500,31.649759903961588
perindopril,"Delusional disorder, unspecified type",12,13335,13323,109,97,408403,3.4848420369823314
perindopril,Dental Pulp Diseases,7,13335,13328,30,23,408477,7.384541316526612
perindopril,Dependent edema,30,13335,13305,72,42,408458,13.208161092321182
perindopril,Depression suicidal,34,13335,13301,351,317,408183,3.0695068018577523
perindopril,Dermatitis Herpetiformis,1,13335,13334,9,8,408492,3.5150409146209354
perindopril,Dermo-hypodermitis,1,13335,13334,10,9,408491,3.1635293235338238
perindopril,Device damage,3,13335,13332,17,14,408486,5.583443638481496
perindopril,Dextrocardia,1,13335,13334,6,5,408495,5.272598870056497
perindopril,Diabetes mellitus inadequate control,1,13335,13334,8,7,408493,3.954430403479826
perindopril,Diastolic dysfunction,13,13335,13322,109,96,408404,3.7755289243563457
perindopril,Differential white blood cell count abnormal,5,13335,13330,20,15,408485,7.911009002250563
perindopril,Diffuse alopecia,2,13335,13333,8,6,408494,7.909453986349659
perindopril,Dilatation intrahepatic duct acquired,3,13335,13332,7,4,408496,13.56011315417256
perindopril,Dilatation of pulmonary artery (disorder),2,13335,13333,7,5,408495,9.039397413506766
perindopril,Dilatation of ureter,2,13335,13333,18,16,408484,3.515229547405352
perindopril,Disorder of anterior chamber of eye,17,13335,13318,179,162,408338,3.0068735470371935
perindopril,Disorder of synovial membrane,1,13335,13334,7,6,408494,4.5193597462984
perindopril,Disorder of transplanted kidney,1,13335,13334,10,9,408491,3.1635293235338238
perindopril,Dissection of aorta,2,13335,13333,20,18,408482,3.1636915922898075
perindopril,Disseminated Histoplasmosis,2,13335,13333,15,13,408487,4.218305457636441
perindopril,Drug Dependence,1,13335,13334,9,8,408492,3.5150409146209354
perindopril,Drug dose omission by device,10,13335,13325,23,13,408487,13.763341218696468
perindopril,Drug withdrawal syndrome,17,13335,13318,134,117,408383,4.017073178931891
perindopril,Duodenal Ulcer,9,13335,13326,70,61,408439,4.0692577346111785
perindopril,Dysmorphism,1,13335,13334,5,4,408496,6.3271336433178345
perindopril,Elbow deformity,1,13335,13334,7,6,408494,4.5193597462984
perindopril,Encephalomyelitis,1,13335,13334,8,7,408493,3.954430403479826
perindopril,Endoscopy (procedure),2,13335,13333,13,11,408489,4.867298605542062
perindopril,Enophthalmos,2,13335,13333,6,4,408496,10.545988649716243
perindopril,Eosinophil percentage decreased,6,13335,13329,12,6,408494,15.82350513917023
perindopril,Eructation,59,13335,13276,478,419,408081,3.9174826755046706
perindopril,Eye opacity,1,13335,13334,6,5,408495,5.272598870056497
perindopril,Faecal volume decreased,1,13335,13334,10,9,408491,3.1635293235338238
perindopril,Femoral artery embolus,2,13335,13333,20,18,408482,3.1636915922898075
perindopril,Fetal Death,2,13335,13333,8,6,408494,7.909453986349659
perindopril,Finger repair operation,2,13335,13333,13,11,408489,4.867298605542062
perindopril,Fistula discharge,31,13335,13304,185,154,408346,5.310798621832898
perindopril,Flat affect,2,13335,13333,21,19,408481,3.0130324686688597
perindopril,Foetal exposure during pregnancy,16,13335,13319,152,136,408364,3.3326589241329163
perindopril,Foreign body sensation (finding),13,13335,13322,47,34,408466,8.75730115278838
perindopril,Fracture of coccyx,5,13335,13330,23,18,408482,6.87908933755178
perindopril,Friedreich Ataxia,3,13335,13332,11,8,408492,8.629081089927174
perindopril,Gangrene due to diabetes mellitus,3,13335,13332,6,3,408497,15.820169516951694
perindopril,Gastric ulcer,48,13335,13287,474,426,408074,3.211369636067613
perindopril,Gastroenteritis,32,13335,13303,245,213,408287,4.139278082126634
perindopril,Gastrointestinal arteriovenous malformation,26,13335,13309,231,205,408295,3.565501846063872
perindopril,Gastrointestinal mucosal disorder,3,13335,13332,11,8,408492,8.629081089927174
perindopril,Gastrointestinal vascular malformation haemorrhagic,7,13335,13328,7,0,408500,31.649759903961588
perindopril,Gastrointestinal viral infection,1,13335,13334,5,4,408496,6.3271336433178345
perindopril,Gliosis,5,13335,13330,11,6,408494,14.383959626270203
perindopril,Glucocorticoid deficiency,2,13335,13333,8,6,408494,7.909453986349659
perindopril,Glycosylated haemoglobin abnormal,1,13335,13334,9,8,408492,3.5150409146209354
perindopril,Grip strength decreased,30,13335,13305,179,149,408351,5.311432044491192
perindopril,Haemophilus Infections,4,13335,13331,8,4,408496,15.821281224214237
perindopril,Haemorrhagic transformation stroke,1,13335,13334,8,7,408493,3.954430403479826
perindopril,"Hallucinations, Auditory",13,13335,13322,116,103,408397,3.5476363961091066
perindopril,"Hallucinations, Olfactory",5,13335,13330,10,5,408495,15.822393098274567
perindopril,Heart Transplantation,3,13335,13332,8,5,408495,11.86507088208821
perindopril,"Hematoma, Epidural, Cranial",5,13335,13330,31,26,408474,5.103743677854948
perindopril,Hemodialysis,4,13335,13331,37,33,408467,3.420582385701281
perindopril,Hemorrhagic stomatitis,3,13335,13332,12,9,408491,7.909972247224722
perindopril,Hepatic enzyme decreased,3,13335,13332,7,4,408496,13.56011315417256
perindopril,Hepatitis B DNA increased,15,13335,13320,31,16,408484,15.322725951758212
perindopril,"Hepatitis C, Chronic",4,13335,13331,16,12,408488,7.910490585852525
perindopril,"Hepatitis, Toxic",11,13335,13324,81,70,408430,4.298651648746715
perindopril,Humeral Fractures,7,13335,13328,71,64,408436,3.1199254349627177
perindopril,Hydrocele operation,5,13335,13330,44,39,408461,3.595708586237468
perindopril,Hyperesthesia,5,13335,13330,42,37,408463,3.766950666237988
perindopril,Hypermagnesemia,2,13335,13333,7,5,408495,9.039397413506766
perindopril,"Hyperparathyroidism, Primary",55,13335,13280,440,385,408115,3.96644390060241
perindopril,Hyperpigmentation,15,13335,13320,63,48,408452,7.539182039182039
perindopril,Hypertriglyceridemia,3,13335,13332,18,15,408485,5.273239823982398
perindopril,Hypertrophy of submaxillary gland,1,13335,13334,5,4,408496,6.3271336433178345
perindopril,Hypoalbuminemia,1,13335,13334,5,4,408496,6.3271336433178345
perindopril,Hypochondriasis,3,13335,13332,22,19,408481,4.314428033712462
perindopril,Hypoglycemic coma,8,13335,13327,16,8,408492,15.825729721617767
perindopril,Hypohidrosis,1,13335,13334,10,9,408491,3.1635293235338238
perindopril,Hypovolemia,6,13335,13329,59,53,408447,3.2179814371874254
perindopril,INR Increased,13,13335,13322,57,44,408456,7.220761331342167
perindopril,Idiopathic basal ganglia calcification 1,1,13335,13334,5,4,408496,6.3271336433178345
perindopril,Incorrect product administration duration,11,13335,13324,94,83,408417,3.7040430961247344
perindopril,Infection causing abscess of colon,1,13335,13334,7,6,408494,4.5193597462984
perindopril,Inflammation,1,13335,13334,7,6,408494,4.5193597462984
perindopril,Inflammatory Bowel Diseases,2,13335,13333,10,8,408492,6.327533188329709
perindopril,Infusion site erythema,1,13335,13334,8,7,408493,3.954430403479826
perindopril,Injection site cyst,1,13335,13334,8,7,408493,3.954430403479826
perindopril,Injection site dryness,5,13335,13330,28,23,408477,5.6506135462437035
perindopril,Injury of mouth,7,13335,13328,21,14,408486,10.54956982793117
perindopril,Injury of retina,20,13335,13315,110,90,408410,5.758713685863517
perindopril,Instillation site discomfort,9,13335,13326,40,31,408469,7.121707564160289
perindopril,Insulin Resistance,26,13335,13309,205,179,408321,4.017959605548419
perindopril,Intraductal papillary-mucinous carcinoma of pancreas,1,13335,13334,10,9,408491,3.1635293235338238
perindopril,Intraocular pressure test,1,13335,13334,10,9,408491,3.1635293235338238
perindopril,Ischemia,18,13335,13317,64,46,408454,8.907643895021401
perindopril,Ischemic stroke,4,13335,13331,19,15,408485,6.6614183797954105
perindopril,Kidney Transplantation,1,13335,13334,9,8,408492,3.5150409146209354
perindopril,Klebsiella Infections,16,13335,13319,32,16,408484,15.834634732337264
perindopril,Laryngospasm,5,13335,13330,29,24,408476,5.455751869001733
perindopril,Ligamentitis,4,13335,13331,22,18,408482,5.753002229935693
perindopril,Lipase increased,46,13335,13289,303,257,408243,4.815633764444997
perindopril,Liver induration,2,13335,13333,6,4,408496,10.545988649716243
perindopril,Lobular carcinoma in situ of breast,4,13335,13331,5,1,408499,25.314229990248297
perindopril,Loss of proprioception,1,13335,13334,10,9,408491,3.1635293235338238
perindopril,Lower abdominal pain,3,13335,13332,22,19,408481,4.314428033712462
perindopril,"Lung Diseases, Obstructive",2,13335,13333,6,4,408496,10.545988649716243
perindopril,Lung Injury,3,13335,13332,10,7,408493,9.492011701170116
perindopril,Lymph nodes scan abnormal,7,13335,13328,27,20,408480,8.205104263927794
perindopril,"Lymphangioma, Cystic",9,13335,13326,23,14,408486,12.386077560049332
perindopril,Lymphangiosis carcinomatosa,1,13335,13334,9,8,408492,3.5150409146209354
perindopril,Macular degeneration,3,13335,13332,26,23,408477,3.650635255833276
perindopril,Magnesium Deficiency,7,13335,13328,59,52,408448,3.7545933627688366
perindopril,Malaria,1,13335,13334,6,5,408495,5.272598870056497
perindopril,Malignant neoplasm of parietal pleura,7,13335,13328,10,3,408497,22.154674369747898
perindopril,Malignant neoplasm of stomach stage IV,3,13335,13332,6,3,408497,15.820169516951694
perindopril,Manipulation of joint - non-surgical,2,13335,13333,7,5,408495,9.039397413506766
perindopril,Marasmus,1,13335,13334,7,6,408494,4.5193597462984
perindopril,Mask-like facies,2,13335,13333,11,9,408491,5.752289261776999
perindopril,Mass of urinary bladder,8,13335,13327,31,23,408477,8.167828105446862
perindopril,Maternal exposure during pregnancy,36,13335,13299,288,252,408248,3.962205804947741
perindopril,Mean corpuscular volume above reference range,1,13335,13334,10,9,408491,3.1635293235338238
perindopril,Medical device site injury,1,13335,13334,5,4,408496,6.3271336433178345
perindopril,Medication residue present,3,13335,13332,28,25,408475,3.3898595216664527
perindopril,Meningorrhagia,13,13335,13322,26,13,408487,15.831294099984989
perindopril,Merkel cell carcinoma,4,13335,13331,17,13,408487,7.445149960066542
perindopril,Metabolic alkalosis,13,13335,13322,113,100,408400,3.6418473401506324
perindopril,Metastasis from malignant neoplasm of colon and/or rectum,3,13335,13332,5,2,408498,18.984248424842484
perindopril,Metastatic liver carcinoma,2,13335,13333,21,19,408481,3.0130324686688597
perindopril,Miosis disorder,39,13335,13296,185,146,408354,6.685347350961069
perindopril,Miscarriage of partner,3,13335,13332,5,2,408498,18.984248424842484
perindopril,Mitral valve sclerosis,2,13335,13333,8,6,408494,7.909453986349659
perindopril,Mononucleosis syndrome,1,13335,13334,7,6,408494,4.5193597462984
perindopril,Mood Disorders,2,13335,13333,18,16,408484,3.515229547405352
perindopril,Morose,4,13335,13331,17,13,408487,7.445149960066542
perindopril,Myeloma kidney,1,13335,13334,9,8,408492,3.5150409146209354
perindopril,Myocardial rupture,2,13335,13333,11,9,408491,5.752289261776999
perindopril,Myocardial strain imaging,4,13335,13331,24,20,408480,5.273560373065287
perindopril,Myoglobin blood increased,4,13335,13331,12,8,408492,10.547420798639761
perindopril,Myositis,3,13335,13332,12,9,408491,7.909972247224722
perindopril,Nail discomfort,2,13335,13333,8,6,408494,7.909453986349659
perindopril,Necrosis of pancreas,4,13335,13331,6,2,408498,21.09514164978871
perindopril,Necrotising retinitis,9,13335,13326,20,11,408489,14.244090499774876
perindopril,Necrotizing fasciitis,9,13335,13326,54,45,408455,5.275163840112062
perindopril,Needle track,2,13335,13333,6,4,408496,10.545988649716243
perindopril,Neonatal hypoglycemia,3,13335,13332,25,22,408478,3.796669666966696
perindopril,Neoplasm of pericardium,1,13335,13334,6,5,408495,5.272598870056497
perindopril,Neuromuscular Diseases,1,13335,13334,9,8,408492,3.5150409146209354
perindopril,Neutrophil percentage decreased,1,13335,13334,5,4,408496,6.3271336433178345
perindopril,Neutrophilia (disorder),3,13335,13332,8,5,408495,11.86507088208821
perindopril,Neutrophilic dermatosis,1,13335,13334,9,8,408492,3.5150409146209354
perindopril,Night sweats,1,13335,13334,10,9,408491,3.1635293235338238
perindopril,Noninfectious peritonitis,3,13335,13332,8,5,408495,11.86507088208821
perindopril,Normochromic anemia,15,13335,13320,22,7,408493,21.591574529074528
perindopril,Nose Diseases,6,13335,13329,37,31,408469,5.131643459800111
perindopril,Nuchal Rigidity,3,13335,13332,5,2,408498,18.984248424842484
perindopril,Oesophageal squamous cell carcinoma recurrent,4,13335,13331,10,6,408494,12.656964968869554
perindopril,Operation on facial joint,5,13335,13330,5,0,408500,31.64516129032258
perindopril,Operation on retina,2,13335,13333,7,5,408495,9.039397413506766
perindopril,Operative procedure on small intestine,2,13335,13333,8,6,408494,7.909453986349659
perindopril,Oral Ulcer,4,13335,13331,12,8,408492,10.547420798639761
perindopril,Oral mucosal exfoliation,5,13335,13330,6,1,408499,26.37090522630658
perindopril,Orgasmic Disorder,1,13335,13334,7,6,408494,4.5193597462984
perindopril,Orthopnea,5,13335,13330,32,27,408473,4.94423996624156
perindopril,Pain in axilla,4,13335,13331,8,4,408496,15.821281224214237
perindopril,Panic Attacks,34,13335,13301,255,221,408279,4.2260481668045005
perindopril,Paradoxical bronchospasm,6,13335,13329,27,21,408479,7.032418869465909
perindopril,Paresis,2,13335,13333,15,13,408487,4.218305457636441
perindopril,Partial thromboplastin time increased (finding),2,13335,13333,15,13,408487,4.218305457636441
perindopril,Pelvic discomfort,3,13335,13332,8,5,408495,11.86507088208821
perindopril,Pelvic haemorrhage,18,13335,13317,93,75,408425,6.129570013589227
perindopril,Peptic Ulcer Perforation,1,13335,13334,6,5,408495,5.272598870056497
perindopril,"Pericarditis, Constrictive",4,13335,13331,6,2,408498,21.09514164978871
perindopril,Peripheral artery thrombosis,30,13335,13305,274,244,408256,3.469095367802566
perindopril,Peripheral swelling,1,13335,13334,7,6,408494,4.5193597462984
perindopril,Perirectal abscess,6,13335,13329,40,34,408466,4.746736439342786
perindopril,Phagophobia,2,13335,13333,5,3,408497,12.655216380409511
perindopril,Pharyngeal swelling,4,13335,13331,14,10,408490,9.040603534189911
perindopril,Phobic avoidance - mental defense mechanism,16,13335,13319,99,83,408417,5.117452776886669
perindopril,Pituitary hemorrhage,2,13335,13333,5,3,408497,12.655216380409511
perindopril,Placenta Previa,7,13335,13328,45,38,408462,4.922852474323062
perindopril,Plasmacytoma,7,13335,13328,41,34,408466,5.403182004509121
perindopril,Platelet count outside reference range,1,13335,13334,6,5,408495,5.272598870056497
perindopril,"Pleural Effusion, Malignant",30,13335,13305,170,140,408360,5.592744876981233
perindopril,Pleural effusion (disorder),6,13335,13329,20,14,408486,9.493923024983118
perindopril,Pleurocutaneous fistula,1,13335,13334,10,9,408491,3.1635293235338238
perindopril,Pneumonia,135,13335,13200,1348,1213,407287,3.1902338481251684
perindopril,Pneumonia and influenza,1,13335,13334,10,9,408491,3.1635293235338238
perindopril,Pneumonia caused by respiratory syncytial virus,5,13335,13330,50,45,408455,3.1641785446361594
perindopril,Pneumonia due to Klebsiella pneumoniae,3,13335,13332,14,11,408489,6.7799440658351555
perindopril,Poisoning by parasympathomimetic drug,23,13335,13312,184,161,408339,3.9593130258413463
perindopril,Polycystic Ovary Syndrome,8,13335,13327,31,23,408477,8.167828105446862
perindopril,Polyneuropathy,6,13335,13329,52,46,408454,3.6512318426565558
perindopril,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating",4,13335,13331,28,24,408476,4.520151740840362
perindopril,Porokeratosis,7,13335,13328,36,29,408471,6.1536968954248366
perindopril,Positional Vertigo,12,13335,13323,99,87,408413,3.8369372627422615
perindopril,Primary Hypothyroidism,1,13335,13334,8,7,408493,3.954430403479826
perindopril,Product availability issue,18,13335,13317,146,128,408372,3.903961462380457
perindopril,Product counterfeit,14,13335,13321,125,111,408389,3.5456437204414084
perindopril,Proliferative glomerulonephritis,1,13335,13334,6,5,408495,5.272598870056497
perindopril,Prolonged PR interval,14,13335,13321,24,10,408490,18.471317218427046
perindopril,Prostatectomy,1,13335,13334,6,5,408495,5.272598870056497
perindopril,Pyometra,3,13335,13332,9,6,408494,10.546704670467047
perindopril,Quadriplegia,1,13335,13334,5,4,408496,6.3271336433178345
perindopril,Raynaud Phenomenon,5,13335,13330,18,13,408487,8.790051679586565
perindopril,Rectal Prolapse,1,13335,13334,8,7,408493,3.954430403479826
perindopril,Recurrent Chronic Lymphoid Leukemia,10,13335,13325,43,33,408467,7.3614381081199
perindopril,Reflux gastritis,6,13335,13329,25,19,408481,7.595048390726987
perindopril,Refusal of Treatment,1,13335,13334,10,9,408491,3.1635293235338238
perindopril,Rehabilitation therapy,8,13335,13327,23,15,408485,11.009020589127662
perindopril,Renal Osteodystrophy,4,13335,13331,37,33,408467,3.420582385701281
perindopril,Renal cancer recurrent,2,13335,13333,10,8,408492,6.327533188329709
perindopril,Renal mass,12,13335,13323,29,17,408483,13.100684064632848
perindopril,Repair of hip,20,13335,13315,184,164,408336,3.4421051772273836
perindopril,Respiratory Failure,5,13335,13330,45,40,408460,3.515795615570559
perindopril,Respiratory syncytial virus bronchitis,1,13335,13334,6,5,408495,5.272598870056497
perindopril,Rest Dyspnea,9,13335,13326,57,48,408452,4.997488092134885
perindopril,Retinal Hemorrhage,4,13335,13331,33,29,408471,3.835234802454066
perindopril,Retinogram abnormal,1,13335,13334,7,6,408494,4.5193597462984
perindopril,Rhinorrhea,90,13335,13245,903,813,407687,3.167486257586076
perindopril,Rupture of tendon,5,13335,13330,47,42,408458,3.366171330066559
perindopril,Ruptured cerebral aneurysm,2,13335,13333,17,15,408485,3.72201657982626
perindopril,Ruptured varicose veins,4,13335,13331,9,5,408495,14.063327749022744
perindopril,Sarcoidosis,9,13335,13326,57,48,408452,4.997488092134885
perindopril,Seborrheic dermatitis of scalp,2,13335,13333,21,19,408481,3.0130324686688597
perindopril,Second degree atrioventricular block,6,13335,13329,57,51,408449,3.3309088611693536
perindopril,Seizure like phenomena,1,13335,13334,7,6,408494,4.5193597462984
perindopril,Sensorimotor disorder,1,13335,13334,5,4,408496,6.3271336433178345
perindopril,Sialolithiasis,1,13335,13334,6,5,408495,5.272598870056497
